Order_ID,Order_Date,Customer_ID,City,Province,Category,Product_Name,Price,Quantity,Discount_%,Delivery_Charges,Payment_Method,Order_Status,Rating,Sales,Profit
ORD101768,2025-07-15,CUST4115,Peshawar,Khyber Pakhtunkhwa,Electronics,Smart Watch,6561,3,5,250,Easypaisa,Delivered,5,18948.85,1551.99
ORD101769,2025-07-05,CUST3198,Karachi,Sindh,Mobile Accessories,Phone Cover,1940,3,5,200,COD,Delivered,5,5729,978.48
ORD101770,2025-06-05,CUST1164,Karachi,Sindh,Fashion,T-Shirt,3604,4,0,250,COD,Delivered,5,14666,2714.87
ORD101771,2025-05-25,CUST1044,Lahore,Punjab,Mobile Accessories,USB Cable,2522,2,5,150,Easypaisa,Delivered,5,4941.8,946.06
ORD101772,2025-07-25,CUST3467,Lahore,Punjab,Fashion,T-Shirt,2414,2,15,150,JazzCash,Delivered,4,4253.8,772.13
ORD101773,2025-12-22,CUST3372,Faisalabad,Punjab,Sports,Yoga Mat,3259,2,0,200,Easypaisa,Delivered,4,8021.6,1261.22
ORD101774,2025-02-24,CUST4039,Lahore,Punjab,Fashion,Kurta,1912,2,5,150,JazzCash,Delivered,5,3782.8,550.16
ORD101775,2025-02-11,CUST3441,Multan,Punjab,Beauty,Serum,1556,2,10,250,JazzCash,Delivered,4,3050.8,562.66
ORD101776,2025-01-10,CUST2467,Peshawar,Khyber Pakhtunkhwa,Home Decor,Curtains,3034,2,20,150,COD,Cancelled,,0,-75
ORD101777,2025-05-08,CUST2053,Karachi,Sindh,Sports,Cricket Bat,2309,1,0,300,Easypaisa,Delivered,4,2609,360.03
ORD101778,2025-08-01,CUST4848,Peshawar,Khyber Pakhtunkhwa,Home Decor,Cushion,4300,1,10,250,Card,Delivered,5,4120,343.9
ORD101779,2025-05-25,CUST3867,Multan,Punjab,Home Decor,Cushion,2663,3,20,200,COD,Delivered,4,6591.2,903.82
ORD101780,2025-10-23,CUST4242,Quetta,Balochistan,Home Decor,Curtains,3602,2,15,300,COD,Delivered,4,6423.4,1117.13
ORD101781,2025-03-04,CUST2869,Karachi,Sindh,Beauty,Shampoo,2124,1,0,200,JazzCash,Delivered,3,2855,508.85
ORD101782,2025-04-07,CUST3268,Faisalabad,Punjab,Mobile Accessories,Holder,701,2,15,300,COD,Delivered,4,1789.62,76.09
ORD101783,2025-02-12,CUST3142,Rawalpindi,Punjab,Electronics,Keyboard,2815,2,0,300,COD,Delivered,3,5930,716.89
ORD101784,2025-09-19,CUST1896,Lahore,Punjab,Mobile Accessories,Charger,3461,1,5,200,Card,Returned,,0,-100
ORD101785,2025-03-12,CUST1079,Quetta,Balochistan,Books,Story Book,1245,3,0,300,COD,Delivered,4,4968.75,472.49
ORD101786,2025-11-08,CUST1982,Lahore,Punjab,Mobile Accessories,Screen Protector,813,2,10,150,COD,Delivered,4,2125.59,332.01
ORD101787,2025-07-01,CUST2553,Islamabad,Islamabad Capital Territory,Sports,Cricket Bat,3117,1,20,200,JazzCash,Delivered,4,2693.6,221.48
ORD101788,2025-07-17,CUST2628,Lahore,Punjab,Mobile Accessories,USB Cable,2123,1,15,150,COD,Cancelled,,0,-75
ORD101789,2025-01-19,CUST1551,Lahore,Punjab,Fashion,T-Shirt,2596,1,0,150,Card,Delivered,4,2746,247.55
ORD101790,2025-11-19,CUST1638,Peshawar,Khyber Pakhtunkhwa,Sports,Cricket Bat,2732,1,5,250,Card,Delivered,4,3753.79,638.33
ORD101791,2025-08-25,CUST3731,Karachi,Sindh,Sports,Gloves,1411,4,20,250,COD,Delivered,5,4765.2,636.69
ORD101792,2025-04-19,CUST2207,Rawalpindi,Punjab,Home Decor,Lamp,3282,2,10,250,Easypaisa,Delivered,4,7634.5,1378.44
ORD101793,2025-07-17,CUST3248,Sialkot,Punjab,Home Decor,Bedsheet,4093,3,15,300,COD,Cancelled,,0,-150
ORD101794,2025-12-03,CUST2345,Multan,Punjab,Home Decor,Bedsheet,1117,1,0,200,Card,Delivered,3,1540.4,74.14
ORD101795,2025-10-02,CUST1257,Rawalpindi,Punjab,Electronics,Power Bank,6214,3,0,300,COD,Delivered,4,18942,2168.59
ORD101796,2025-03-04,CUST3659,Faisalabad,Punjab,Grocery,Flour,1210,2,10,300,COD,Delivered,5,3022.5,517.06
ORD101797,2025-01-19,CUST2574,Hyderabad,Sindh,Home Decor,Wall Frame,3563,1,10,150,COD,Delivered,3,3356.7,381.46
ORD101798,2025-02-05,CUST1428,Karachi,Sindh,Home Decor,Curtains,1179,4,0,300,Card,Returned,,0,-150
ORD101799,2025-07-16,CUST1013,Multan,Punjab,Mobile Accessories,Holder,1751,4,0,250,Easypaisa,Delivered,5,7254,1155.93
ORD101800,2025-11-21,CUST2961,Peshawar,Khyber Pakhtunkhwa,Beauty,Face Wash,1707,2,20,200,JazzCash,Delivered,4,3887.12,506.3
ORD101801,2025-02-26,CUST1343,Karachi,Sindh,Beauty,Perfume,1269,2,10,300,JazzCash,Cancelled,,0,-150
ORD101802,2025-07-22,CUST2302,Hyderabad,Sindh,Books,Novel,1021,3,20,150,Card,Delivered,4,2600.4,440.55
ORD101803,2025-07-28,CUST4282,Lahore,Punjab,Electronics,Mouse,7434,3,20,200,COD,Delivered,5,18041.6,3032.56
ORD101804,2025-12-31,CUST4731,Hyderabad,Sindh,Home Decor,Cushion,848,4,10,200,COD,Returned,,0,-100
ORD101805,2025-11-17,CUST2070,Multan,Punjab,Sports,Gloves,4221,2,10,250,Card,Delivered,4,10507.03,834.48
ORD101806,2025-11-11,CUST1957,Karachi,Sindh,Electronics,Mouse,5199,4,20,300,JazzCash,Cancelled,,0,-150
ORD101807,2025-04-13,CUST4999,Rawalpindi,Punjab,Grocery,Cooking Oil,200,2,20,200,COD,Delivered,3,600,28.52
ORD101808,2025-01-27,CUST3577,Multan,Punjab,Home Decor,Curtains,3862,4,5,150,Card,Delivered,5,14825.6,3100.03
ORD101809,2025-06-16,CUST3869,Karachi,Sindh,Fashion,Handbag,2184,4,0,150,Easypaisa,Delivered,5,8886,1664.95
ORD101810,2025-09-11,CUST4910,Quetta,Balochistan,Fashion,T-Shirt,2958,2,20,250,Easypaisa,Delivered,5,4982.8,657.69
ORD101811,2025-02-07,CUST3541,Karachi,Sindh,Home Decor,Lamp,3801,1,20,200,JazzCash,Delivered,4,3240.8,512.21
ORD101812,2025-07-19,CUST2202,Islamabad,Islamabad Capital Territory,Grocery,Rice Bag,540,3,15,300,COD,Delivered,3,1677,232.64
ORD101813,2025-02-04,CUST2027,Karachi,Sindh,Home Decor,Wall Frame,4099,2,15,250,Easypaisa,Delivered,4,7218.3,1391.28
ORD101814,2025-06-16,CUST1959,Hyderabad,Sindh,Mobile Accessories,Charger,3624,4,20,250,COD,Delivered,3,11846.8,1768.56
ORD101815,2025-07-23,CUST4350,Karachi,Sindh,Beauty,Face Wash,1587,3,20,150,JazzCash,Delivered,4,3958.8,685.47
ORD101816,2025-10-31,CUST1892,Sialkot,Punjab,Electronics,Mouse,6141,4,5,150,Card,Delivered,5,23485.8,3583.38
ORD101817,2025-06-15,CUST3187,Karachi,Sindh,Home Decor,Lamp,3662,3,5,150,COD,Delivered,4,10586.7,1081.53
ORD101818,2025-04-16,CUST2643,Hyderabad,Sindh,Electronics,Earbuds,5524,1,0,200,COD,Delivered,4,7105,1178.97
ORD101819,2025-06-27,CUST1989,Lahore,Punjab,Mobile Accessories,Charger,2759,3,5,300,Easypaisa,Delivered,5,8163.15,1457.73
ORD101820,2025-04-18,CUST3064,Karachi,Sindh,Grocery,Dates,1232,2,15,300,Easypaisa,Delivered,5,2918,173.96
ORD101821,2025-07-15,CUST1118,Karachi,Sindh,Sports,Gloves,3066,3,20,300,COD,Delivered,3,7658.4,733.79
ORD101822,2025-06-11,CUST4569,Karachi,Sindh,Grocery,Rice Bag,1637,2,10,250,COD,Delivered,4,3196.6,339.41
ORD101823,2025-02-14,CUST4854,Lahore,Punjab,Fashion,Shoes,1778,4,20,300,COD,Cancelled,,0,-150
ORD101824,2025-03-19,CUST4761,Rawalpindi,Punjab,Electronics,Smart Watch,8673,2,0,300,Card,Returned,,0,-150
ORD101825,2025-12-23,CUST4925,Hyderabad,Sindh,Mobile Accessories,Charger,865,2,10,150,Easypaisa,Delivered,5,2018.4,183.83
ORD101826,2025-03-15,CUST2602,Multan,Punjab,Home Decor,Lamp,2966,3,20,150,COD,Delivered,4,9048,1882.81
ORD101827,2025-11-28,CUST2399,Faisalabad,Punjab,Books,Exam Guide,421,1,5,250,Easypaisa,Returned,,0,-125
ORD101828,2025-11-18,CUST4209,Sialkot,Punjab,Mobile Accessories,Charger,1743,4,10,250,Easypaisa,Delivered,4,8720.98,658.69
ORD101829,2025-08-19,CUST1324,Lahore,Punjab,Electronics,Power Bank,4568,3,10,150,COD,Delivered,4,12483.6,1412.88
ORD101830,2025-08-07,CUST3770,Lahore,Punjab,Electronics,Power Bank,9288,1,10,200,Card,Delivered,4,8559.2,686.17
ORD101831,2025-10-04,CUST2506,Peshawar,Khyber Pakhtunkhwa,Electronics,Smart Watch,7719,3,10,250,JazzCash,Delivered,5,21091.3,1910.35
ORD101832,2025-09-16,CUST4064,Hyderabad,Sindh,Fashion,Shoes,2441,4,10,150,Easypaisa,Delivered,3,8937.6,737.05
ORD101833,2025-12-23,CUST4127,Karachi,Sindh,Fashion,Kurta,2327,3,10,150,Card,Delivered,4,7689.48,1145.22
ORD101834,2025-04-18,CUST4367,Karachi,Sindh,Grocery,Rice Bag,1004,1,5,200,COD,Cancelled,,0,-100
ORD101835,2025-11-20,CUST1354,Faisalabad,Punjab,Electronics,Earbuds,4320,1,10,200,Easypaisa,Delivered,5,5448.8,922.11
ORD101836,2025-12-03,CUST3817,Islamabad,Islamabad Capital Territory,Books,Novel,1056,1,15,250,Card,Delivered,5,1327.12,163.12
ORD101837,2025-09-06,CUST1170,Islamabad,Islamabad Capital Territory,Fashion,Handbag,1887,4,0,300,COD,Delivered,5,7848,907.63
ORD101838,2025-01-22,CUST2130,Sialkot,Punjab,Books,Story Book,1123,3,5,250,COD,Cancelled,,0,-125
ORD101839,2025-11-19,CUST2604,Karachi,Sindh,Books,Notebook,753,4,15,300,COD,Delivered,5,3756.27,502.35
ORD101840,2025-03-25,CUST4622,Karachi,Sindh,Beauty,Shampoo,673,3,0,150,JazzCash,Delivered,4,2673.75,423.14
ORD101841,2025-01-13,CUST2548,Sialkot,Punjab,Fashion,Kurta,3096,4,15,300,COD,Delivered,5,10826.4,2195.98
ORD101842,2025-04-30,CUST3400,Karachi,Sindh,Grocery,Rice Bag,715,2,20,150,COD,Delivered,4,1580,173.9
ORD101843,2025-02-26,CUST2570,Hyderabad,Sindh,Electronics,Keyboard,8034,1,5,300,COD,Delivered,5,7932.3,844.5
ORD101844,2025-09-16,CUST1516,Karachi,Sindh,Beauty,Perfume,2780,4,10,250,COD,Delivered,4,10258,2077.17
ORD101845,2025-08-06,CUST2929,Lahore,Punjab,Home Decor,Curtains,4254,4,0,250,COD,Delivered,3,17266,1457.56
ORD101846,2025-12-28,CUST3209,Hyderabad,Sindh,Home Decor,Wall Frame,3414,4,10,150,JazzCash,Delivered,5,14898.48,1726.63
ORD101847,2025-03-08,CUST3494,Hyderabad,Sindh,Sports,Gloves,1091,1,0,300,COD,Delivered,5,1663.75,134.89
ORD101848,2025-01-20,CUST3785,Peshawar,Khyber Pakhtunkhwa,Sports,Dumbbell,3398,1,5,200,Card,Delivered,4,3428.1,278.58
ORD101849,2025-07-18,CUST4964,Rawalpindi,Punjab,Books,Exam Guide,771,2,10,200,COD,Delivered,5,1587.8,172.45
ORD101850,2025-04-01,CUST2093,Karachi,Sindh,Home Decor,Curtains,1146,2,0,150,Card,Delivered,4,3015,295.96
ORD101851,2025-06-15,CUST4406,Karachi,Sindh,Grocery,Dates,1448,1,20,200,Card,Returned,,0,-100
ORD101852,2025-09-09,CUST4932,Karachi,Sindh,Fashion,Shoes,3095,1,20,300,Card,Delivered,3,2776,205.13
ORD101853,2025-03-13,CUST2649,Hyderabad,Sindh,Books,Notebook,1485,2,15,250,Card,Delivered,5,3405.62,498.38
ORD101854,2025-08-27,CUST4046,Islamabad,Islamabad Capital Territory,Mobile Accessories,Charger,2418,1,10,300,Card,Delivered,4,2476.2,213.03
ORD101855,2025-10-01,CUST4826,Lahore,Punjab,Grocery,Dates,917,2,5,300,COD,Returned,,0,-150
ORD101856,2025-11-16,CUST2614,Karachi,Sindh,Electronics,Earbuds,7547,2,10,200,COD,Cancelled,,0,-100
ORD101857,2025-06-19,CUST1162,Karachi,Sindh,Books,Story Book,811,2,15,150,COD,Returned,,0,-75
ORD101858,2025-04-08,CUST3561,Islamabad,Islamabad Capital Territory,Beauty,Perfume,1675,4,15,200,COD,Delivered,5,7318.75,785.09
ORD101859,2025-12-16,CUST4446,Lahore,Punjab,Home Decor,Cushion,1841,1,10,200,COD,Cancelled,,0,-100
ORD101860,2025-04-02,CUST3790,Rawalpindi,Punjab,Electronics,Keyboard,9130,1,20,200,COD,Delivered,5,9330,1382
ORD101861,2025-10-28,CUST4385,Hyderabad,Sindh,Fashion,Handbag,3174,2,20,200,Easypaisa,Delivered,5,5278.4,437.44
ORD101862,2025-05-08,CUST2449,Rawalpindi,Punjab,Home Decor,Lamp,4662,3,10,250,JazzCash,Delivered,4,12837.4,1937.3
ORD101863,2025-02-16,CUST1987,Karachi,Sindh,Electronics,Smart Watch,5318,3,0,250,COD,Cancelled,,0,-125
ORD101864,2025-08-14,CUST2934,Karachi,Sindh,Fashion,Abaya,1246,1,0,200,COD,Delivered,5,1446,70.37
ORD101865,2025-08-12,CUST4647,Karachi,Sindh,Beauty,Face Wash,1407,1,0,200,COD,Delivered,5,1607,222.48
ORD101866,2025-12-15,CUST1636,Lahore,Punjab,Electronics,Power Bank,7829,2,10,300,COD,Delivered,5,17210.64,2554.79
ORD101867,2025-06-28,CUST3111,Peshawar,Khyber Pakhtunkhwa,Books,Novel,467,4,0,200,COD,Delivered,4,2068,137.8
ORD101868,2025-01-29,CUST4594,Faisalabad,Punjab,Beauty,Lipstick,279,4,15,250,JazzCash,Delivered,5,1198.6,158.32
ORD101869,2025-04-07,CUST4117,Faisalabad,Punjab,Grocery,Flour,1005,2,10,200,Card,Delivered,4,2461.25,229.28
ORD101870,2025-03-07,CUST4235,Rawalpindi,Punjab,Fashion,Abaya,1281,3,10,250,COD,Delivered,5,4573.38,857.11
ORD101871,2025-04-21,CUST4362,Karachi,Sindh,Beauty,Face Wash,2638,3,0,150,Card,Delivered,5,10042.5,1661.14
ORD101872,2025-06-08,CUST3662,Hyderabad,Sindh,Beauty,Face Wash,2632,4,10,200,Card,Delivered,3,9675.2,885.73
ORD101873,2025-10-08,CUST2074,Islamabad,Islamabad Capital Territory,Electronics,Power Bank,8285,3,10,150,COD,Delivered,4,22519.5,2572.74
ORD101874,2025-07-29,CUST1491,Islamabad,Islamabad Capital Territory,Beauty,Face Wash,2742,2,10,300,JazzCash,Delivered,4,5235.6,889.62
ORD101875,2025-03-10,CUST1188,Faisalabad,Punjab,Electronics,Smart Watch,6716,2,0,300,COD,Delivered,5,17090,2568.33
ORD101876,2025-01-10,CUST4147,Hyderabad,Sindh,Sports,Football,4896,2,15,250,JazzCash,Delivered,3,8573.2,654.43
ORD101877,2025-06-13,CUST4055,Multan,Punjab,Fashion,Kurta,1846,2,0,250,COD,Delivered,3,3942,574.63
ORD101878,2025-06-26,CUST1969,Karachi,Sindh,Grocery,Flour,1218,3,20,150,COD,Cancelled,,0,-75
ORD101879,2025-08-06,CUST3302,Rawalpindi,Punjab,Fashion,T-Shirt,3484,2,0,200,JazzCash,Delivered,5,7168,1173.16
ORD101880,2025-08-24,CUST2607,Rawalpindi,Punjab,Home Decor,Bedsheet,4617,2,0,150,Card,Delivered,5,9384,1572.47
ORD101881,2025-09-18,CUST4727,Lahore,Punjab,Sports,Gloves,3929,1,20,150,COD,Cancelled,,0,-75
ORD101882,2025-09-16,CUST3094,Lahore,Punjab,Fashion,Shoes,1761,4,10,300,COD,Delivered,5,6639.6,470.47
ORD101883,2025-12-17,CUST4749,Karachi,Sindh,Home Decor,Wall Frame,4432,3,10,250,Card,Delivered,4,14609.68,2554.07
ORD101884,2025-03-31,CUST4901,Islamabad,Islamabad Capital Territory,Books,Dictionary,894,2,10,150,COD,Delivered,4,2161.5,206.79
ORD101885,2025-12-24,CUST1485,Sialkot,Punjab,Mobile Accessories,Charger,1995,4,5,250,Easypaisa,Delivered,3,9347.2,1155.79
ORD101886,2025-01-21,CUST1370,Islamabad,Islamabad Capital Territory,Fashion,Handbag,1118,4,0,300,COD,Delivered,5,4772,833.7
ORD101887,2025-12-07,CUST1604,Lahore,Punjab,Mobile Accessories,Charger,1666,1,20,200,COD,Delivered,3,1799.36,267.52
ORD101888,2025-09-22,CUST4677,Peshawar,Khyber Pakhtunkhwa,Home Decor,Cushion,4520,3,0,150,COD,Delivered,5,13710,2881.35
ORD101889,2025-06-03,CUST4155,Karachi,Sindh,Sports,Dumbbell,4515,4,0,200,COD,Delivered,3,18260,2740.61
ORD101890,2025-12-31,CUST1548,Lahore,Punjab,Grocery,Tea Pack,1587,2,15,150,COD,Delivered,5,3387.48,536.26
ORD101891,2025-12-08,CUST1847,Karachi,Sindh,Home Decor,Curtains,3053,1,5,200,COD,Cancelled,,0,-100
ORD101892,2025-04-12,CUST3479,Hyderabad,Sindh,Beauty,Lipstick,2156,4,15,300,COD,Delivered,3,9463,1671.45
ORD101893,2025-06-15,CUST1215,Lahore,Punjab,Fashion,Handbag,942,3,5,300,COD,Returned,,0,-150
ORD101894,2025-03-31,CUST2840,Lahore,Punjab,Home Decor,Lamp,3581,1,0,300,Easypaisa,Delivered,5,4776.25,529.37
ORD101895,2025-08-08,CUST4718,Faisalabad,Punjab,Home Decor,Wall Frame,4298,2,20,150,Easypaisa,Delivered,4,7026.8,816.41
ORD101896,2025-02-11,CUST3920,Peshawar,Khyber Pakhtunkhwa,Fashion,Abaya,3490,4,15,150,COD,Delivered,4,12016,1751.51
ORD101897,2025-10-10,CUST2908,Multan,Punjab,Home Decor,Bedsheet,1972,1,15,200,Card,Delivered,5,1876.2,108.54
ORD101898,2025-05-09,CUST3889,Lahore,Punjab,Home Decor,Lamp,4425,3,20,250,COD,Cancelled,,0,-125
ORD101899,2025-06-02,CUST1825,Karachi,Sindh,Mobile Accessories,Phone Cover,2976,2,20,250,Card,Delivered,5,5011.6,412.38
ORD101900,2025-03-23,CUST2025,Karachi,Sindh,Beauty,Face Wash,2583,3,0,150,Easypaisa,Delivered,3,9836.25,1377.44
ORD101901,2025-07-23,CUST2391,Islamabad,Islamabad Capital Territory,Grocery,Tea Pack,1186,4,10,150,Card,Delivered,5,4419.6,441.15
ORD101902,2025-07-31,CUST4280,Rawalpindi,Punjab,Grocery,Rice Bag,2065,1,10,150,Easypaisa,Returned,,0,-75
ORD101903,2025-09-08,CUST3870,Quetta,Balochistan,Sports,Yoga Mat,2036,2,10,150,Card,Delivered,5,3814.8,472.11
ORD101904,2025-11-27,CUST1981,Hyderabad,Sindh,Fashion,Kurta,2750,4,0,200,Easypaisa,Returned,,0,-100
ORD101905,2025-10-28,CUST2507,Karachi,Sindh,Electronics,Keyboard,8030,4,20,300,COD,Delivered,3,25996,4144.06
ORD101906,2025-01-16,CUST3000,Karachi,Sindh,Books,Notebook,717,3,10,300,COD,Delivered,3,2235.9,360.21
ORD101907,2025-08-31,CUST2802,Sialkot,Punjab,Books,Novel,714,1,10,200,COD,Delivered,3,842.6,42.52
ORD101908,2025-07-12,CUST2753,Karachi,Sindh,Electronics,Earbuds,5876,3,20,250,COD,Delivered,5,14352.4,1534.95
ORD101909,2025-04-25,CUST4609,Lahore,Punjab,Fashion,T-Shirt,1042,1,0,300,COD,Cancelled,,0,-150
ORD101910,2025-06-10,CUST1175,Karachi,Sindh,Grocery,Dates,1077,1,10,200,COD,Delivered,5,1169.3,83.03
ORD101911,2025-03-20,CUST2667,Karachi,Sindh,Home Decor,Lamp,3747,4,15,250,COD,Delivered,3,16174.75,3321.17
ORD101912,2025-10-03,CUST4700,Multan,Punjab,Fashion,Shoes,1392,2,0,300,JazzCash,Delivered,5,3084,539.34
ORD101913,2025-06-13,CUST3103,Karachi,Sindh,Electronics,Earbuds,7227,4,15,200,COD,Cancelled,,0,-100
ORD101914,2025-02-04,CUST4869,Quetta,Balochistan,Grocery,Rice Bag,621,4,10,200,COD,Delivered,3,2435.6,328.96
ORD101915,2025-11-06,CUST2849,Lahore,Punjab,Sports,Cricket Bat,4522,4,5,200,COD,Delivered,4,23397.86,2525.79
ORD101916,2025-03-24,CUST4396,Lahore,Punjab,Books,Story Book,320,1,10,200,COD,Delivered,5,560,20.37
ORD101917,2025-05-08,CUST2395,Lahore,Punjab,Beauty,Shampoo,928,1,0,250,COD,Returned,,0,-125
ORD101918,2025-12-23,CUST2379,Karachi,Sindh,Home Decor,Cushion,710,1,0,300,Easypaisa,Delivered,5,1152,36.48
ORD101919,2025-06-13,CUST3481,Quetta,Balochistan,Beauty,Serum,1703,2,0,200,COD,Delivered,3,3606,577.64
ORD101920,2025-06-18,CUST2557,Karachi,Sindh,Mobile Accessories,Holder,1648,2,15,150,Card,Delivered,5,2951.6,338.56
ORD101921,2025-03-07,CUST2582,Rawalpindi,Punjab,Electronics,Keyboard,9891,3,5,200,JazzCash,Delivered,4,35436.69,5014.18
ORD101922,2025-02-08,CUST1821,Rawalpindi,Punjab,Beauty,Serum,2520,1,20,300,Easypaisa,Delivered,5,2316,207.36
ORD101923,2025-03-31,CUST2266,Lahore,Punjab,Sports,Cricket Bat,4691,3,10,250,COD,Cancelled,,0,-125
ORD101924,2025-03-14,CUST2997,Islamabad,Islamabad Capital Territory,Grocery,Tea Pack,1153,3,5,150,COD,Delivered,5,4257.56,808.88
ORD101925,2025-02-18,CUST3957,Rawalpindi,Punjab,Grocery,Tea Pack,1410,2,0,150,COD,Cancelled,,0,-75
ORD101926,2025-02-28,CUST2122,Multan,Punjab,Home Decor,Wall Frame,2216,1,20,300,COD,Delivered,5,2072.8,314.51
ORD101927,2025-12-25,CUST4300,Rawalpindi,Punjab,Fashion,T-Shirt,1710,3,10,200,COD,Delivered,3,5740.4,995.67
ORD101928,2025-03-23,CUST2411,Rawalpindi,Punjab,Beauty,Perfume,1337,4,5,200,Card,Delivered,5,6550.75,1063.89
ORD101929,2025-05-20,CUST2890,Quetta,Balochistan,Grocery,Dates,565,4,0,150,Easypaisa,Returned,,0,-75
ORD101930,2025-12-03,CUST2129,Multan,Punjab,Mobile Accessories,Holder,1763,2,15,150,JazzCash,Cancelled,,0,-75
ORD101931,2025-02-01,CUST1099,Islamabad,Islamabad Capital Territory,Books,Notebook,1016,1,0,200,COD,Delivered,4,1216,118.73
ORD101932,2025-05-26,CUST4645,Lahore,Punjab,Home Decor,Lamp,3854,1,20,300,Card,Delivered,4,3383.2,458.75
ORD101933,2025-07-04,CUST3204,Karachi,Sindh,Sports,Dumbbell,1864,2,0,200,Easypaisa,Delivered,4,3928,421.96
ORD101934,2025-12-01,CUST3307,Sialkot,Punjab,Electronics,Keyboard,4329,1,20,200,Easypaisa,Delivered,5,4355.84,379.13
ORD101935,2025-03-23,CUST1719,Multan,Punjab,Home Decor,Cushion,2187,3,5,150,JazzCash,Delivered,4,7941.19,772.45
ORD101936,2025-03-16,CUST2922,Karachi,Sindh,Books,Story Book,870,2,10,300,COD,Delivered,5,2257.5,325.08
ORD101937,2025-04-24,CUST1873,Islamabad,Islamabad Capital Territory,Electronics,Earbuds,4803,1,15,200,Easypaisa,Delivered,3,5303.19,1060.91
ORD101938,2025-07-29,CUST3302,Karachi,Sindh,Electronics,Mouse,7537,2,10,150,Card,Delivered,5,13716.6,1611.9
ORD101939,2025-01-20,CUST4936,Karachi,Sindh,Mobile Accessories,Charger,1367,2,10,300,Easypaisa,Delivered,5,2760.6,316.6
ORD101940,2025-04-02,CUST4876,Quetta,Balochistan,Books,Exam Guide,634,4,0,250,COD,Delivered,5,3420,211.06
ORD101941,2025-01-08,CUST2604,Lahore,Punjab,Home Decor,Curtains,4826,2,0,150,Easypaisa,Delivered,5,9802,930.98
ORD101942,2025-02-14,CUST3281,Hyderabad,Sindh,Books,Exam Guide,904,1,10,200,COD,Delivered,5,1013.6,35.58
ORD101943,2025-02-01,CUST3251,Hyderabad,Sindh,Sports,Dumbbell,3696,2,0,200,Card,Cancelled,,0,-100
ORD101944,2025-01-29,CUST1473,Karachi,Sindh,Home Decor,Lamp,5136,3,10,250,COD,Delivered,4,14117.2,1452.83
ORD101945,2025-07-04,CUST1061,Karachi,Sindh,Beauty,Lipstick,1541,2,5,200,COD,Cancelled,,0,-100
ORD101946,2025-01-03,CUST1579,Lahore,Punjab,Sports,Gloves,3205,2,0,300,COD,Cancelled,,0,-150
ORD101947,2025-01-25,CUST3358,Peshawar,Khyber Pakhtunkhwa,Beauty,Face Wash,2137,3,0,200,COD,Delivered,4,6611,1146.34
ORD101948,2025-05-10,CUST4829,Multan,Punjab,Mobile Accessories,Phone Cover,1973,1,10,300,Card,Returned,,0,-150
ORD101949,2025-10-24,CUST1129,Lahore,Punjab,Grocery,Tea Pack,1730,3,10,150,JazzCash,Delivered,5,4821,544.5
ORD101950,2025-12-18,CUST4916,Karachi,Sindh,Beauty,Shampoo,2352,2,5,150,COD,Delivered,3,5512.56,782.09
ORD101951,2025-04-20,CUST1767,Lahore,Punjab,Home Decor,Lamp,2379,2,0,300,COD,Delivered,5,6247.5,500.41
ORD101952,2025-11-08,CUST4454,Islamabad,Islamabad Capital Territory,Beauty,Serum,1782,3,15,300,Easypaisa,Delivered,3,6434.53,591.06
ORD101953,2025-06-11,CUST1885,Multan,Punjab,Electronics,Mouse,5496,2,20,200,COD,Delivered,5,8993.6,1302.95
ORD101954,2025-02-24,CUST1396,Karachi,Sindh,Mobile Accessories,Holder,1923,3,20,300,COD,Delivered,5,4915.2,843.13
ORD101955,2025-01-03,CUST2221,Karachi,Sindh,Electronics,Smart Watch,10296,1,0,250,COD,Delivered,5,10546,1598.8
ORD101956,2025-10-26,CUST3745,Sialkot,Punjab,Fashion,Handbag,2405,4,20,300,COD,Cancelled,,0,-150
ORD101957,2025-11-01,CUST3570,Karachi,Sindh,Sports,Cricket Bat,3235,2,10,300,COD,Delivered,4,8161.05,1427.19
ORD101958,2025-12-25,CUST4033,Peshawar,Khyber Pakhtunkhwa,Fashion,Shoes,3320,2,20,150,COD,Delivered,4,6524.4,1067.97
ORD101959,2025-05-26,CUST3428,Karachi,Sindh,Mobile Accessories,USB Cable,1338,3,15,200,COD,Delivered,4,3611.9,650.17
ORD101960,2025-01-30,CUST2633,Karachi,Sindh,Mobile Accessories,Screen Protector,1378,4,10,150,Easypaisa,Delivered,3,5110.8,471.28
ORD101961,2025-11-09,CUST3766,Islamabad,Islamabad Capital Territory,Beauty,Face Wash,2391,3,10,200,COD,Delivered,5,8915.2,1214.48
ORD101962,2025-11-24,CUST3774,Sialkot,Punjab,Home Decor,Wall Frame,4592,3,10,250,Easypaisa,Delivered,4,16987.84,3522.39
ORD101963,2025-02-09,CUST2919,Peshawar,Khyber Pakhtunkhwa,Fashion,Shoes,1648,3,20,150,JazzCash,Delivered,5,4105.2,413.66
ORD101964,2025-06-19,CUST1166,Lahore,Punjab,Home Decor,Cushion,5425,1,5,200,COD,Delivered,5,5353.75,982.81
ORD101965,2025-07-07,CUST4680,Islamabad,Islamabad Capital Territory,Electronics,Earbuds,5888,3,5,250,Card,Delivered,3,17030.8,2368.18
ORD101966,2025-01-16,CUST4718,Faisalabad,Punjab,Sports,Cricket Bat,5614,3,5,200,COD,Delivered,5,16199.9,2242.56
